country,week,cases_w,deaths_w,deaths_w_back2w,dcfr
united kingdom,2021-08-22,226415.0,793.0,962.0,0.004248835103681293
united kingdom,2021-08-29,239333.0,888.0,1084.0,0.004529254219017018
united kingdom,2021-09-05,247656.0,962.0,1090.0,0.004401266272571632
united kingdom,2021-09-12,249209.0,1084.0,1011.0,0.004056835828561569
united kingdom,2021-09-19,205018.0,1090.0,907.0,0.004424001794964345
united kingdom,2021-09-26,235574.0,1011.0,870.0,0.003693107049165018
united kingdom,2021-10-03,237451.0,907.0,1014.0,0.004270354725817116
united kingdom,2021-10-10,254799.0,870.0,1095.0,0.004297505092249185
united kingdom,2021-10-17,296121.0,1014.0,1256.0,0.00424150938298871
united kingdom,2021-10-24,326034.0,1095.0,1216.0,0.003729672365458817
united kingdom,2021-10-31,285744.0,1256.0,1086.0,0.003800604737107341
united kingdom,2021-11-07,246529.0,1216.0,1004.0,0.004072543189645032
united kingdom,2021-11-14,261768.0,1086.0,947.0,0.003617707282784756
united kingdom,2021-11-21,288618.0,1004.0,961.0,0.003329660658725374
united kingdom,2021-11-28,305089.0,947.0,915.0,0.0029991248455368763
united kingdom,2021-12-05,321057.0,961.0,862.0,0.0026848815007926943
united kingdom,2021-12-12,357791.0,915.0,871.0,0.0024343820833950544
united kingdom,2021-12-19,544493.0,862.0,1111.0,0.0020404302718308592
united kingdom,2021-12-26,774287.0,871.0,1476.0,0.0019062698973378088
united kingdom,2022-01-02,1110059.0,1111.0,1720.0,0.001549467190482668
united kingdom,2022-01-09,1254166.0,1476.0,1591.0,0.00126857210289547
united kingdom,2022-01-16,752597.0,1720.0,1422.0,0.0018894574387088973
united kingdom,2022-01-23,650207.0,1591.0,1294.0,0.0019901354491723405
united kingdom,2022-01-30,615493.0,1422.0,999.0,0.0016230891334263753
united kingdom,2022-02-06,1341520.0,1294.0,930.0,0.0006932434850020872
united kingdom,2022-02-13,509165.0,999.0,822.0,0.0016144079031355258
united kingdom,2022-02-20,313220.0,930.0,768.0,0.002451950705574357
united kingdom,2022-02-27,191954.0,822.0,822.0,0.004282275961949217
united kingdom,2022-03-06,318289.0,768.0,1064.0,0.003342873929039332
united kingdom,2022-03-13,416512.0,822.0,1155.0,0.002773029348494161
united kingdom,2022-03-20,570593.0,1064.0,1332.0,0.002334413496134723
united kingdom,2022-03-27,604973.0,1155.0,1419.0,0.0023455592233041804
united kingdom,2022-04-03,530632.0,1332.0,1299.0,0.00244802424278973
united kingdom,2022-04-10,336635.0,1419.0,1093.0,0.003246840049311569
united kingdom,2022-04-17,200781.0,1299.0,854.0,0.004253390510058222
united kingdom,2022-04-24,189345.0,1093.0,680.0,0.0035913279991549815
united kingdom,2022-05-01,107698.0,854.0,546.0,0.005069732028449925
united kingdom,2022-05-08,78114.0,680.0,415.0,0.005312748034923317
united kingdom,2022-05-15,69133.0,546.0,303.0,0.004382856233636614
united kingdom,2022-05-22,61549.0,415.0,273.0,0.0044354904222651875
united kingdom,2022-05-29,44254.0,303.0,264.0,0.005965562435034121
united kingdom,2022-06-05,30063.0,273.0,306.0,0.010178624887735755
united kingdom,2022-06-12,78554.0,264.0,430.0,0.005473941492476513
united kingdom,2022-06-19,92553.0,306.0,534.0,0.005769667109656089
united kingdom,2022-06-26,122370.0,430.0,738.0,0.006030889924000981
united kingdom,2022-07-03,154557.0,534.0,913.0,0.005907205755805302
united kingdom,2022-07-10,146692.0,738.0,1039.0,0.007082867504703733
united kingdom,2022-07-17,194656.0,913.0,764.0,0.003924872595758672
united kingdom,2022-07-24,140045.0,1039.0,648.0,0.004627084151522725
united kingdom,2022-07-31,93137.0,764.0,645.0,0.00692528211129841
united kingdom,2022-08-07,66115.0,648.0,480.0,0.007260077138319595
united kingdom,2022-08-14,52818.0,645.0,404.0,0.007648907569389223
united kingdom,2022-08-21,40664.0,480.0,363.0,0.008926814873106433
united kingdom,2022-08-28,33144.0,404.0,293.0,0.008840212406468742
united kingdom,2022-09-04,29447.0,363.0,303.0,0.010289672971779807
united kingdom,2022-09-11,33584.0,293.0,329.0,0.009796331586469748
united kingdom,2022-09-18,31808.0,303.0,463.0,0.014556086519114688
united kingdom,2022-09-25,38566.0,329.0,655.0,0.01698387180417985
united kingdom,2022-10-02,51458.0,463.0,751.0,0.014594426522600956
united kingdom,2022-10-09,63814.0,655.0,758.0,0.011878271225749835
united kingdom,2022-10-16,64386.0,751.0,694.0,0.010778740720032305
united kingdom,2022-10-23,57629.0,758.0,557.0,0.009665272692567978
united kingdom,2022-10-30,43584.0,694.0,433.0,0.009934838472834067
united kingdom,2022-11-06,32245.0,557.0,406.0,0.012591099395255078
united kingdom,2022-11-13,24502.0,433.0,359.0,0.01465186515386499
united kingdom,2022-11-20,24217.0,406.0,364.0,0.015030763513234504
united kingdom,2022-11-27,20890.0,359.0,465.0,0.02225945428434658
united kingdom,2022-12-04,26898.0,364.0,557.0,0.02070785932039557
united kingdom,2022-12-11,29837.0,465.0,824.0,0.027616717498408015
united kingdom,2022-12-18,36656.0,557.0,943.0,0.025725665648188564
united kingdom,2022-12-25,47469.0,824.0,898.0,0.018917609387179003
united kingdom,2023-01-01,65.0,943.0,762.0,11.723076923076922
united kingdom,2023-01-08,76509.0,898.0,597.0,0.007803003568207662
united kingdom,2023-01-15,33698.0,762.0,516.0,0.015312481452905216
united kingdom,2023-01-22,16129.0,597.0,456.0,0.028272056544113088
united kingdom,2023-01-29,15274.0,516.0,315.0,0.020623281393217233
united kingdom,2023-02-05,19509.0,456.0,1.0,5.125839356194577e-05
united kingdom,2023-02-12,22290.0,315.0,1.0,4.486316733961418e-05
united kingdom,2023-02-19,25720.0,1.0,0.0,0.0
united kingdom,2023-02-26,28556.0,1.0,0.0,0.0
