country,week,cases_w,deaths_w,deaths_w_back2w,dcfr,ifr_low_w,ifr_med_w,ifr_high_w,det_frac_low,det_frac_med,det_frac_high,inf_death_low,inf_death_med,inf_death_high,inf_case_low,inf_case_med,inf_case_high
france,2020-10-18,163170.0,753.0,2409.0,0.014763743335171907,0.009845744364567253,0.013292503666880428,0.017946693655983403,0.6668867197868156,0.9003477888438686,1.0,244674.23800576015,181229.96693258462,134230.85311298232,244674.23800576015,181229.96693258462,134230.85311298232
france,2020-10-25,197619.0,1187.0,3466.0,0.017538799406939615,0.009845744364567253,0.013292503666880428,0.017946693655983403,0.5613693466766925,0.7578913104862215,1.0,352030.2652253901,260748.47048083783,193127.49559551547,352030.26522539003,260748.4704808378,193127.49559551544
france,2020-11-01,322408.0,2409.0,4123.0,0.012788144214783753,0.009845744364567253,0.013292503666880428,0.017946693655983403,0.769911896456803,1.0,1.0,418759.6028633247,310174.82509881543,229735.91008087428,418759.6028633247,310174.8250988155,229735.91008087428
france,2020-11-08,422681.0,3466.0,4192.0,0.009917644748640228,0.01467857892495501,0.020249718269630353,0.02651142630451926,1.0,1.0,1.0,285586.2288462538,207015.22580128827,158120.50064184636,285586.2288462538,207015.2258012883,158120.50064184636
france,2020-11-15,196285.0,4123.0,3605.0,0.01836615125964796,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.7992191024368361,1.0,1.0,245595.98162947164,178027.16818073575,135979.10420177865,245595.98162947161,178027.16818073572,135979.10420177865
france,2020-11-22,159350.0,4192.0,2836.0,0.017797301537496077,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.8247642989039425,1.0,1.0,193206.71398091028,140051.33119571887,106972.74327773765,193206.71398091025,140051.33119571887,106972.74327773765
france,2020-11-29,79753.0,3605.0,2768.0,0.03470715835140998,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.4229265552752662,0.5834450076437245,0.7638604703989612,188574.11294046533,136693.2597848201,104407.81149251686,188574.11294046533,136693.2597848201,104407.81149251686
france,2020-12-06,75107.0,2836.0,2650.0,0.035282996258670964,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.4160241612515456,0.5739228641800479,0.751393847340954,180535.18760557554,130866.01821884874,99956.90045345726,180535.18760557554,130866.01821884874,99956.90045345726
france,2020-12-13,84971.0,2768.0,2202.0,0.02591472384695955,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.5664184967449374,0.7813981885053409,1.0,150014.52192734994,108742.2536293981,83058.52633906146,150014.52192734997,108742.2536293981,83058.52633906147
france,2020-12-20,97196.0,2650.0,2297.0,0.02363265978023787,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.6211141302524715,0.8568531201284247,1.0,156486.5380867951,113433.67692403606,86641.88692135521,156486.5380867951,113433.67692403607,86641.88692135522
france,2020-12-27,86747.0,2202.0,2721.0,0.03136707897679459,0.01467857892495501,0.020249718269630353,0.02651142630451926,0.4679612958482441,0.6455723302960764,0.845199080352125,185372.16810368717,134372.23983905185,102634.99099390837,185372.1681036872,134372.23983905188,102634.99099390839
france,2021-01-03,96431.0,2297.0,2537.0,0.02630896703342286,0.01468682851674609,0.021729898172113446,0.02927844351844487,0.558244209971755,0.8259502604001071,1.0,172739.81221386793,116751.58253874375,86650.78109093256,172739.81221386793,116751.58253874375,86650.78109093256
france,2021-01-10,127851.0,2721.0,2768.0,0.021650202188485033,0.01468682851674609,0.021729898172113446,0.02927844351844487,0.6783691158578411,1.0,1.0,188468.19085848893,127382.09714909055,94540.54476141164,188468.19085848896,127382.09714909055,94540.54476141164
france,2021-01-17,128208.0,2537.0,3011.0,0.02348527392986397,0.01468682851674609,0.021729898172113446,0.02927844351844487,0.6253633047077325,0.9252563217702825,1.0,205013.62813399936,138564.84628465015,102840.16628490262,205013.62813399936,138564.84628465015,102840.16628490263
france,2021-01-24,143142.0,2768.0,2910.0,0.02032946305067695,0.01468682851674609,0.021729898172113446,0.02927844351844487,0.7224405524206421,1.0,1.0,198136.71799068022,133916.87236410892,99390.52935538579,198136.71799068022,133916.87236410892,99390.52935538579
france,2021-01-31,143818.0,3011.0,2851.0,0.019823666022333784,0.012964948817288977,0.019194622863306213,0.025996450933466964,0.6540136825692269,0.9682680711872931,1.0,219900.59815725178,148531.18085743542,109668.81622789969,219900.5981572518,148531.18085743542,109668.8162278997
france,2021-02-07,140061.0,2910.0,2468.0,0.017620893753436003,0.012964948817288977,0.019194622863306213,0.025996450933466964,0.7357713518226545,1.0,1.0,190359.40941848382,128577.67602811316,94936.03593491984,190359.40941848382,128577.67602811316,94936.03593491983
france,2021-02-14,128463.0,2851.0,2150.0,0.01673633653269813,0.012964948817288977,0.019194622863306213,0.025996450933466964,0.7746587069373925,1.0,1.0,165831.73835078615,112010.53624815369,82703.59694492612,165831.73835078615,112010.53624815367,82703.5969449261
france,2021-02-21,140104.0,2468.0,2147.0,0.015324330497344829,0.012964948817288977,0.019194622863306213,0.025996450933466964,0.8460368836038448,1.0,1.0,165600.34522750598,111854.24247664463,82588.19657709598,165600.345227506,111854.24247664462,82588.19657709598
